trial_id,trial_type,input_state,byzantine_nodes,byzantine_strategies,n_coherent_flip,n_equivocate,n_withhold,detected_nodes,n_detected,n_undetected_byz,true_all_outcomes,reported_ctrl,recovered_ctrl,M_X_true,M_Z_true,M_X_rep,M_Z_rep,M_X_rec,M_Z_rec,M_correct_before,M_correct_after,fidelity_before,fidelity_after,bell_outcome,verification_pass,p_phi_plus,noise_level,n_controllers,max_byzantine,is_trap,trap_detected
369,verification,verification,"[6, 8]","{6: 'withhold', 8: 'withhold'}",0,0,2,"[6, 8]",2,0,"[1, 1, 1, 0, 0, 1, 1, 0, 1, 0]","[1, 0, 0, 1, 1, 0, 1, 0]","[1, 0, 0, 1, 1, 0, 1, 0]",0,0,0,0,0,0,1,1,,,Phi+,True,0.9215037948341309,0.01,8,2,False,False
370,regular,plus,"[1, 8]","{8: 'coherent_flip', 1: 'coherent_flip'}",2,0,0,[],0,2,"[1, 1, 0, 1, 0, 0, 0, 1, 1, 1]","[1, 1, 0, 0, 0, 1, 1, 0]","[1, 1, 0, 0, 0, 1, 1, 0]",0,0,1,1,1,1,0,0,0.047808915376663215,0.047808915376663215,,,,0.01,8,2,True,True
371,regular,psi,"[3, 6]","{6: 'equivocate', 3: 'coherent_flip'}",1,1,0,[6],1,1,"[0, 0, 1, 0, 1, 1, 1, 0, 0, 1]","[1, 0, 0, 1, 1, 1, 0, 1]","[1, 0, 0, 1, 1, 0, 0, 1]",0,1,1,0,0,0,0,0,0.3114857339579289,0.30749018621867125,,,,0.01,8,2,False,False
372,regular,psi,"[5, 7]","{5: 'withhold', 7: 'withhold'}",0,0,2,"[5, 7]",2,0,"[0, 1, 1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]",1,0,1,0,1,0,1,1,0.9186053305145562,0.9186053305145562,,,,0.01,8,2,False,False
373,regular,psi,"[4, 7]","{7: 'coherent_flip', 4: 'equivocate'}",1,1,0,[4],1,1,"[1, 1, 1, 0, 1, 1, 0, 1, 1, 1]","[1, 0, 1, 0, 0, 1, 0, 1]","[1, 0, 1, 1, 0, 1, 0, 1]",0,0,1,1,0,1,0,0,0.311485747026672,0.3074901845053303,,,,0.01,8,2,False,False
374,regular,psi,"[7, 8]","{7: 'coherent_flip', 8: 'withhold'}",1,0,1,[8],1,1,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 1, 1, 1]",0,1,0,0,0,0,0,0,0.30749016125171347,0.30749016125171347,,,,0.01,8,2,False,False
375,regular,psi,"[5, 6]","{5: 'equivocate', 6: 'withhold'}",0,1,1,"[5, 6]",2,0,"[0, 1, 0, 0, 0, 1, 0, 1, 0, 1]","[0, 0, 0, 1, 1, 1, 0, 1]","[0, 0, 0, 1, 0, 1, 0, 1]",0,0,0,1,0,0,0,1,0.30749022617720145,0.9186052714309836,,,,0.01,8,2,False,False
376,regular,psi,"[4, 6]","{6: 'equivocate', 4: 'equivocate'}",0,2,0,"[4, 6]",2,0,"[0, 0, 1, 0, 0, 1, 1, 1, 0, 1]","[1, 0, 0, 0, 1, 0, 0, 1]","[1, 0, 0, 1, 1, 1, 0, 1]",1,0,1,0,1,0,1,1,0.918605316187741,0.918605316187741,,,,0.01,8,2,False,False
377,regular,psi,"[3, 7]","{3: 'equivocate', 7: 'equivocate'}",0,2,0,"[3, 7]",2,0,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 1, 1, 0]","[1, 0, 1, 0, 0, 1, 0, 0]",1,0,1,0,1,0,1,1,0.9186053311421752,0.9186053311421752,,,,0.01,8,2,False,False
378,regular,psi,"[2, 4]","{2: 'coherent_flip', 4: 'equivocate'}",1,1,0,[4],1,1,"[0, 0, 1, 1, 1, 0, 0, 1, 1, 0]","[1, 0, 1, 1, 0, 1, 1, 0]","[1, 0, 1, 0, 0, 1, 1, 0]",0,1,0,1,1,1,1,0,0.9186053597958065,0.46241872002759354,,,,0.01,8,2,False,False
379,regular,psi,"[2, 7]","{2: 'withhold', 7: 'coherent_flip'}",1,0,1,[2],1,1,"[0, 1, 1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]",1,0,1,1,1,1,0,0,0.3074902262698167,0.3074902262698167,,,,0.01,8,2,False,False
380,regular,psi,"[1, 8]","{1: 'equivocate', 8: 'withhold'}",0,1,1,"[1, 8]",2,0,"[1, 0, 1, 1, 1, 0, 0, 1, 0, 0]","[0, 1, 1, 0, 0, 1, 0, 0]","[1, 1, 1, 0, 0, 1, 0, 0]",0,1,0,0,0,1,0,1,0.3074901918178472,0.9186053653949825,,,,0.01,8,2,False,False
381,regular,psi,"[2, 4]","{2: 'coherent_flip', 4: 'equivocate'}",1,1,0,[4],1,1,"[1, 0, 0, 1, 1, 1, 1, 0, 1, 0]","[0, 0, 1, 0, 1, 0, 1, 0]","[0, 0, 1, 1, 1, 0, 1, 0]",0,0,0,0,1,0,1,0,0.918605307888559,0.462418702716805,,,,0.01,8,2,False,False
382,regular,psi,"[7, 8]","{8: 'coherent_flip', 7: 'withhold'}",1,0,1,[7],1,1,"[0, 1, 0, 1, 1, 0, 0, 0, 1, 0]","[0, 1, 1, 0, 0, 0, 1, 1]","[0, 1, 1, 0, 0, 0, 1, 1]",0,0,1,0,1,0,0,0,0.4624186794631889,0.4624186794631889,,,,0.01,8,2,False,False
383,regular,psi,"[3, 4]","{4: 'withhold', 3: 'withhold'}",0,0,2,"[3, 4]",2,0,"[0, 0, 1, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 0, 1, 1, 1, 1]",1,0,1,0,1,0,1,1,0.918605352619484,0.918605352619484,,,,0.01,8,2,False,False
384,regular,psi,"[1, 2]","{1: 'withhold', 2: 'withhold'}",0,0,2,"[1, 2]",2,0,"[1, 1, 0, 0, 1, 1, 1, 0, 1, 1]","[0, 0, 1, 1, 1, 0, 1, 1]","[0, 0, 1, 1, 1, 0, 1, 1]",1,0,1,0,1,0,1,1,0.918605307888559,0.918605307888559,,,,0.01,8,2,False,False
385,regular,psi,"[6, 8]","{8: 'equivocate', 6: 'equivocate'}",0,2,0,"[6, 8]",2,0,"[1, 0, 0, 0, 1, 1, 1, 0, 0, 0]","[0, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 1, 1, 1, 0, 0, 0]",1,1,1,1,1,1,1,1,0.9186053765933344,0.9186053765933344,,,,0.01,8,2,False,False
386,regular,psi,"[3, 8]","{3: 'coherent_flip', 8: 'withhold'}",1,0,1,[8],1,1,"[1, 0, 1, 0, 0, 0, 1, 1, 1, 0]","[1, 0, 1, 0, 1, 1, 1, 0]","[1, 0, 1, 0, 1, 1, 1, 0]",1,0,1,1,1,1,0,0,0.3074901845053303,0.3074901845053303,,,,0.01,8,2,False,False
387,regular,psi,"[1, 8]","{8: 'equivocate', 1: 'withhold'}",0,1,1,"[1, 8]",2,0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 0, 0, 0]",1,0,0,0,1,0,0,1,0.4624186506951977,0.9186053128601146,,,,0.01,8,2,False,False
388,regular,psi,"[3, 5]","{3: 'equivocate', 5: 'withhold'}",0,1,1,"[3, 5]",2,0,"[1, 1, 0, 1, 1, 1, 1, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 0, 1]","[0, 1, 1, 1, 1, 1, 0, 1]",1,1,1,0,1,1,0,1,0.3074901862186712,0.9186053709941584,,,,0.01,8,2,False,False
389,regular,psi,"[2, 3]","{2: 'equivocate', 3: 'withhold'}",0,1,1,"[2, 3]",2,0,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 0]","[0, 1, 0, 1, 1, 0, 0, 0]",0,0,1,0,0,0,0,1,0.4624187016824727,0.9186053094657082,,,,0.01,8,2,False,False
390,verification,verification,"[1, 4]","{4: 'equivocate', 1: 'withhold'}",0,1,1,"[1, 4]",2,0,"[1, 1, 0, 0, 0, 1, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 1, 0, 1, 0, 1]",0,1,1,1,0,1,0,1,,,Phi+,True,0.9215038097352926,0.01,8,2,False,False
391,regular,psi,"[1, 4]","{4: 'coherent_flip', 1: 'coherent_flip'}",2,0,0,[],0,2,"[1, 1, 1, 0, 0, 1, 1, 1, 1, 0]","[0, 0, 0, 0, 1, 1, 1, 0]","[0, 0, 0, 0, 1, 1, 1, 0]",1,0,0,1,0,1,0,0,0.311485747026672,0.311485747026672,,,,0.01,8,2,False,False
392,regular,psi,"[2, 7]","{7: 'coherent_flip', 2: 'withhold'}",1,0,1,[2],1,1,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 1]","[0, 0, 1, 0, 0, 1, 1, 1]","[0, 0, 1, 0, 0, 1, 1, 1]",0,1,0,0,0,0,0,0,0.30749025016611936,0.30749025016611936,,,,0.01,8,2,False,False
393,regular,psi,"[5, 8]","{8: 'equivocate', 5: 'coherent_flip'}",1,1,0,[8],1,1,"[1, 1, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 1]","[0, 0, 0, 1, 1, 0, 0, 0]",0,1,1,0,0,0,0,0,0.3114857484686063,0.3074901711651812,,,,0.01,8,2,False,False
394,regular,psi,"[5, 6]","{5: 'coherent_flip', 6: 'withhold'}",1,0,1,[6],1,1,"[1, 0, 1, 1, 0, 1, 1, 1, 1, 0]","[1, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 1, 0, 1, 1, 0]",1,0,1,1,1,1,0,0,0.3074902013028577,0.3074902013028577,,,,0.01,8,2,False,False
395,verification,verification,"[1, 3]","{3: 'equivocate', 1: 'equivocate'}",0,2,0,"[1, 3]",2,0,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 0]","[0, 0, 1, 0, 1, 1, 0, 0]","[1, 0, 0, 0, 1, 1, 0, 0]",1,0,1,0,1,0,1,1,,,Phi+,True,0.9215037650318076,0.01,8,2,False,False
396,regular,psi,"[1, 2]","{1: 'coherent_flip', 2: 'withhold'}",1,0,1,[2],1,1,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1]","[0, 1, 1, 1, 0, 1, 1, 1]","[0, 1, 1, 1, 0, 1, 1, 1]",1,0,1,1,1,1,0,0,0.3074902206706407,0.3074902206706407,,,,0.01,8,2,False,False
397,verification,verification,"[5, 6]","{5: 'coherent_flip', 6: 'coherent_flip'}",2,0,0,[],0,2,"[0, 1, 0, 1, 0, 0, 1, 1, 1, 1]","[0, 1, 0, 0, 0, 0, 1, 1]","[0, 1, 0, 0, 0, 0, 1, 1]",0,0,1,1,1,1,0,0,,,Psi-,False,0.02616541545808695,0.01,8,2,False,False
398,regular,psi,"[1, 3]","{3: 'withhold', 1: 'equivocate'}",0,1,1,"[1, 3]",2,0,"[1, 0, 1, 0, 0, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 1, 1, 1]","[1, 0, 0, 0, 0, 1, 1, 1]",0,1,0,0,0,1,0,1,0.3074901711651812,0.9186053427689833,,,,0.01,8,2,False,False
399,regular,psi,"[3, 7]","{7: 'equivocate', 3: 'coherent_flip'}",1,1,0,[7],1,1,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 1, 0, 1]",0,1,0,1,0,0,1,0,0.9186053070467102,0.30749025016611936,,,,0.01,8,2,False,False
400,regular,psi,"[2, 4]","{4: 'withhold', 2: 'coherent_flip'}",1,0,1,[4],1,1,"[1, 1, 1, 0, 1, 0, 1, 1, 0, 1]","[1, 1, 1, 0, 1, 1, 0, 1]","[1, 1, 1, 0, 1, 1, 0, 1]",1,0,0,0,0,0,0,0,0.4624187098635745,0.4624187098635745,,,,0.01,8,2,False,False
401,regular,psi,"[3, 6]","{3: 'coherent_flip', 6: 'coherent_flip'}",2,0,0,[],0,2,"[0, 1, 0, 1, 1, 1, 1, 0, 0, 0]","[0, 1, 0, 1, 1, 1, 0, 0]","[0, 1, 0, 1, 1, 1, 0, 0]",1,0,0,1,0,1,0,0,0.31148579209197264,0.31148579209197264,,,,0.01,8,2,False,False
402,regular,psi,"[2, 6]","{6: 'equivocate', 2: 'withhold'}",0,1,1,"[2, 6]",2,0,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0]","[0, 1, 0, 1, 1, 0, 1, 0]","[0, 1, 0, 1, 1, 1, 1, 0]",0,1,1,1,0,1,0,1,0.4624186972024328,0.9186053593673498,,,,0.01,8,2,False,False
403,regular,psi,"[1, 8]","{8: 'withhold', 1: 'withhold'}",0,0,2,"[1, 8]",2,0,"[0, 0, 1, 0, 1, 1, 0, 0, 1, 1]","[1, 0, 1, 1, 0, 0, 1, 1]","[1, 0, 1, 1, 0, 0, 1, 1]",0,1,0,1,0,1,1,1,0.9186053709941584,0.9186053709941584,,,,0.01,8,2,False,False
404,regular,psi,"[3, 4]","{3: 'withhold', 4: 'withhold'}",0,0,2,"[3, 4]",2,0,"[0, 1, 1, 1, 0, 0, 0, 1, 0, 0]","[1, 1, 0, 0, 0, 1, 0, 0]","[1, 1, 0, 0, 0, 1, 0, 0]",1,1,1,1,1,1,1,1,0.9186052964759794,0.9186052964759794,,,,0.01,8,2,False,False
405,regular,psi,"[1, 4]","{1: 'equivocate', 4: 'withhold'}",0,1,1,"[1, 4]",2,0,"[0, 1, 0, 0, 0, 1, 1, 0, 1, 0]","[1, 0, 0, 1, 1, 0, 1, 0]","[0, 0, 0, 1, 1, 0, 1, 0]",0,0,0,1,0,0,0,1,0.30749022617720145,0.9186052714309836,,,,0.01,8,2,False,False
406,regular,plus,"[4, 5]","{4: 'equivocate', 5: 'equivocate'}",0,2,0,"[4, 5]",2,0,"[0, 0, 0, 0, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 0, 1, 1, 1, 0]","[0, 0, 0, 1, 0, 1, 1, 0]",0,1,1,0,0,1,0,1,0.047808915376663215,0.9521910846233366,,,,0.01,8,2,True,False
407,regular,psi,"[5, 6]","{6: 'equivocate', 5: 'withhold'}",0,1,1,"[5, 6]",2,0,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 1]","[0, 0, 0, 1, 0, 1, 1, 1]","[0, 0, 0, 1, 0, 0, 1, 1]",0,1,1,1,0,1,0,1,0.4624186623220065,0.9186053244869236,,,,0.01,8,2,False,False
408,regular,psi,"[1, 5]","{5: 'withhold', 1: 'coherent_flip'}",1,0,1,[5],1,1,"[1, 0, 0, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]",0,0,0,1,0,1,0,0,0.3074902060456054,0.3074902060456054,,,,0.01,8,2,False,False
409,regular,psi,"[1, 2]","{1: 'withhold', 2: 'coherent_flip'}",1,0,1,[1],1,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 1, 1, 1, 1, 1, 1]","[0, 0, 1, 1, 1, 1, 1, 1]",1,1,0,1,0,1,0,0,0.4624186623220065,0.4624186623220065,,,,0.01,8,2,False,False
410,regular,psi,"[1, 3]","{1: 'equivocate', 3: 'withhold'}",0,1,1,"[1, 3]",2,0,"[0, 0, 0, 1, 1, 0, 1, 1, 0, 0]","[1, 1, 1, 0, 1, 1, 0, 0]","[0, 1, 1, 0, 1, 1, 0, 0]",0,0,0,1,0,0,0,1,0.307490244352715,0.9186053128601146,,,,0.01,8,2,False,False
411,regular,psi,"[1, 4]","{1: 'equivocate', 4: 'equivocate'}",0,2,0,"[1, 4]",2,0,"[0, 1, 1, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 1, 1, 0, 1, 0, 0]","[1, 0, 1, 0, 0, 1, 0, 0]",0,0,1,1,0,0,0,1,0.31148578190709725,0.918605316187741,,,,0.01,8,2,False,False
412,regular,psi,"[4, 7]","{7: 'withhold', 4: 'coherent_flip'}",1,0,1,[7],1,1,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 1, 0, 0, 0, 1]","[0, 0, 0, 1, 0, 0, 0, 1]",0,0,1,0,1,0,0,0,0.46241868049752005,0.46241868049752005,,,,0.01,8,2,False,False
413,regular,psi,"[3, 4]","{4: 'equivocate', 3: 'coherent_flip'}",1,1,0,[4],1,1,"[0, 1, 1, 0, 1, 0, 1, 1, 1, 0]","[1, 0, 0, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 1, 1, 1, 0]",0,0,1,1,0,1,0,0,0.31148578190709725,0.3074902193857555,,,,0.01,8,2,False,False
414,regular,psi,"[5, 8]","{8: 'coherent_flip', 5: 'coherent_flip'}",2,0,0,[],0,2,"[1, 0, 0, 1, 0, 1, 0, 0, 0, 1]","[0, 1, 0, 1, 1, 0, 0, 0]","[0, 1, 0, 1, 1, 0, 0, 0]",1,1,0,0,0,0,0,0,0.3114857484686063,0.3114857484686063,,,,0.01,8,2,False,False
415,regular,psi,"[4, 6]","{6: 'equivocate', 4: 'equivocate'}",0,2,0,"[4, 6]",2,0,"[0, 0, 1, 1, 1, 0, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 0]",1,0,1,0,1,0,1,1,0.9186053582186603,0.9186053582186603,,,,0.01,8,2,False,False
416,regular,psi,"[7, 8]","{7: 'withhold', 8: 'coherent_flip'}",1,0,1,[7],1,1,"[1, 1, 0, 1, 0, 1, 1, 0, 0, 0]","[0, 1, 0, 1, 1, 0, 0, 1]","[0, 1, 0, 1, 1, 0, 0, 1]",1,0,0,0,0,0,0,0,0.4624186537514145,0.4624186537514145,,,,0.01,8,2,False,False
417,regular,psi,"[5, 7]","{5: 'withhold', 7: 'equivocate'}",0,1,1,"[5, 7]",2,0,"[0, 0, 1, 0, 1, 1, 0, 0, 1, 0]","[1, 0, 1, 1, 0, 0, 0, 0]","[1, 0, 1, 1, 0, 0, 1, 0]",1,1,1,0,1,1,0,1,0.3074901862186712,0.9186053709941584,,,,0.01,8,2,False,False
418,regular,psi,"[5, 6]","{5: 'coherent_flip', 6: 'withhold'}",1,0,1,[6],1,1,"[0, 0, 1, 0, 1, 1, 1, 0, 0, 0]","[1, 0, 1, 1, 0, 0, 0, 0]","[1, 0, 1, 1, 0, 0, 0, 0]",1,1,1,0,1,0,0,0,0.30749018621867125,0.30749018621867125,,,,0.01,8,2,False,False
419,regular,psi,"[2, 4]","{2: 'withhold', 4: 'equivocate'}",0,1,1,"[2, 4]",2,0,"[1, 0, 1, 1, 1, 0, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 0, 1, 1, 0, 0]",0,0,1,0,0,0,0,1,0.46241872106192716,0.9186053582186602,,,,0.01,8,2,False,False
420,regular,psi,"[3, 6]","{6: 'equivocate', 3: 'withhold'}",0,1,1,"[3, 6]",2,0,"[0, 1, 0, 0, 1, 0, 1, 1, 1, 0]","[0, 0, 1, 0, 1, 0, 1, 0]","[0, 0, 1, 0, 1, 1, 1, 0]",0,1,1,1,0,1,0,1,0.46241870478547037,0.9186053047342604,,,,0.01,8,2,False,False
421,regular,psi,"[2, 4]","{4: 'withhold', 2: 'coherent_flip'}",1,0,1,[4],1,1,"[0, 1, 0, 0, 1, 0, 1, 1, 1, 0]","[0, 1, 1, 0, 1, 1, 1, 0]","[0, 1, 1, 0, 1, 1, 1, 0]",0,1,1,1,1,1,0,0,0.46241870478547037,0.46241870478547037,,,,0.01,8,2,False,False
422,regular,psi,"[3, 5]","{3: 'withhold', 5: 'coherent_flip'}",1,0,1,[3],1,1,"[0, 0, 0, 1, 0, 0, 1, 0, 1, 1]","[0, 1, 0, 0, 0, 0, 1, 1]","[0, 1, 0, 0, 0, 0, 1, 1]",0,0,0,1,0,1,0,0,0.3074902193857555,0.3074902193857555,,,,0.01,8,2,False,False
423,regular,psi,"[1, 7]","{7: 'withhold', 1: 'withhold'}",0,0,2,"[1, 7]",2,0,"[1, 1, 1, 1, 1, 0, 0, 0, 1, 0]","[1, 1, 1, 0, 0, 0, 1, 0]","[1, 1, 1, 0, 0, 0, 1, 0]",0,0,0,0,0,0,1,1,0.9186053199438239,0.9186053199438239,,,,0.01,8,2,False,False
424,regular,psi,"[7, 8]","{8: 'coherent_flip', 7: 'equivocate'}",1,1,0,[7],1,1,"[1, 0, 0, 1, 1, 1, 0, 1, 0, 0]","[0, 1, 1, 1, 0, 1, 1, 1]","[0, 1, 1, 1, 0, 1, 0, 1]",1,0,0,1,0,0,0,0,0.3114857600954144,0.4624187259704213,,,,0.01,8,2,False,False
425,regular,psi,"[5, 7]","{7: 'withhold', 5: 'withhold'}",0,0,2,"[5, 7]",2,0,"[1, 0, 0, 1, 0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 1, 0, 0, 0]",1,0,1,0,1,0,1,1,0.9186053361137322,0.9186053361137322,,,,0.01,8,2,False,False
426,regular,psi,"[3, 5]","{5: 'coherent_flip', 3: 'withhold'}",1,0,1,[3],1,1,"[1, 0, 0, 1, 0, 1, 1, 0, 1, 0]","[0, 1, 0, 1, 0, 0, 1, 0]","[0, 1, 0, 1, 0, 0, 1, 0]",0,1,0,0,0,0,0,0,0.30749021088096823,0.30749021088096823,,,,0.01,8,2,False,False
427,verification,verification,"[2, 6]","{6: 'withhold', 2: 'withhold'}",0,0,2,"[2, 6]",2,0,"[0, 1, 0, 1, 1, 0, 0, 1, 0, 1]","[0, 1, 1, 0, 0, 1, 0, 1]","[0, 1, 1, 0, 0, 1, 0, 1]",0,1,0,1,0,1,1,1,,,Phi+,True,0.9215037948341309,0.01,8,2,False,False
428,regular,psi,"[1, 5]","{1: 'equivocate', 5: 'withhold'}",0,1,1,"[1, 5]",2,0,"[0, 0, 0, 0, 1, 1, 1, 1, 0, 1]","[1, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 1, 1, 1, 1, 0, 1]",1,0,1,1,1,0,0,1,0.30749023875353904,0.9186053184592906,,,,0.01,8,2,False,False
429,regular,psi,"[1, 3]","{3: 'equivocate', 1: 'equivocate'}",0,2,0,"[1, 3]",2,0,"[0, 0, 1, 0, 0, 0, 1, 0, 1, 1]","[0, 0, 1, 0, 1, 0, 1, 1]","[1, 0, 0, 0, 1, 0, 1, 1]",1,1,1,1,1,1,1,1,0.918605341018505,0.918605341018505,,,,0.01,8,2,False,False
430,regular,psi,"[2, 7]","{2: 'coherent_flip', 7: 'withhold'}",1,0,1,[7],1,1,"[1, 1, 0, 1, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",1,1,0,1,0,1,0,0,0.46241874065344846,0.46241874065344846,,,,0.01,8,2,False,False
431,regular,psi,"[3, 8]","{3: 'coherent_flip', 8: 'coherent_flip'}",2,0,0,[],0,2,"[0, 1, 1, 1, 1, 0, 1, 0, 1, 0]","[1, 1, 0, 0, 1, 0, 1, 1]","[1, 1, 0, 0, 1, 0, 1, 1]",0,0,1,1,1,1,0,0,0.31148579540429533,0.31148579540429533,,,,0.01,8,2,False,False
432,regular,psi,"[5, 8]","{8: 'withhold', 5: 'equivocate'}",0,1,1,"[5, 8]",2,0,"[1, 1, 1, 1, 1, 0, 1, 1, 0, 0]","[1, 1, 1, 0, 0, 1, 0, 0]","[1, 1, 1, 0, 1, 1, 0, 0]",1,0,1,1,1,0,0,1,0.30749023199278464,0.9186052982673575,,,,0.01,8,2,False,False
433,regular,psi,"[3, 5]","{3: 'equivocate', 5: 'equivocate'}",0,2,0,"[3, 5]",2,0,"[1, 1, 1, 0, 0, 0, 1, 0, 1, 0]","[1, 0, 1, 0, 0, 0, 1, 0]","[1, 0, 0, 0, 1, 0, 1, 0]",1,0,1,0,1,0,1,1,0.9186053694170129,0.9186053694170129,,,,0.01,8,2,False,False
434,regular,psi,"[5, 7]","{5: 'coherent_flip', 7: 'coherent_flip'}",2,0,0,[],0,2,"[1, 1, 0, 0, 0, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 1, 1, 0, 1]","[0, 0, 0, 0, 1, 1, 0, 1]",1,0,1,0,1,0,1,1,0.9186053477405408,0.9186053477405408,,,,0.01,8,2,False,False
435,regular,psi,"[1, 2]","{1: 'coherent_flip', 2: 'equivocate'}",1,1,0,[2],1,1,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 1]","[0, 1, 1, 0, 0, 1, 0, 1]","[0, 0, 1, 0, 0, 1, 0, 1]",0,0,1,1,0,1,0,0,0.3114857600954144,0.3074901827919892,,,,0.01,8,2,False,False
436,regular,zero,"[6, 7]","{7: 'coherent_flip', 6: 'withhold'}",1,0,1,[6],1,1,"[0, 0, 1, 1, 1, 0, 1, 1, 0, 0]","[1, 1, 1, 0, 1, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 0]",0,1,0,0,0,0,0,0,0.952191069009767,0.952191069009767,,,,0.01,8,2,True,False
437,regular,psi,"[5, 6]","{5: 'equivocate', 6: 'coherent_flip'}",1,1,0,[5],1,1,"[0, 0, 1, 1, 0, 0, 1, 1, 1, 1]","[1, 1, 0, 0, 0, 0, 1, 1]","[1, 1, 0, 0, 1, 0, 1, 1]",1,1,0,0,0,1,0,0,0.31148572275957687,0.4624187200275935,,,,0.01,8,2,False,False
438,regular,psi,"[5, 6]","{5: 'coherent_flip', 6: 'coherent_flip'}",2,0,0,[],0,2,"[1, 1, 0, 1, 0, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 1, 1, 0, 0]","[0, 1, 0, 1, 1, 1, 0, 0]",1,1,0,0,0,0,0,0,0.3114857150757804,0.3114857150757804,,,,0.01,8,2,False,False
439,regular,psi,"[1, 4]","{1: 'withhold', 4: 'withhold'}",0,0,2,"[1, 4]",2,0,"[1, 0, 1, 0, 0, 0, 1, 0, 1, 0]","[1, 0, 0, 0, 1, 0, 1, 0]","[1, 0, 0, 0, 1, 0, 1, 0]",0,0,0,0,0,0,1,1,0.918605307888559,0.918605307888559,,,,0.01,8,2,False,False
440,regular,psi,"[4, 8]","{4: 'coherent_flip', 8: 'coherent_flip'}",2,0,0,[],0,2,"[1, 1, 1, 0, 1, 0, 0, 1, 0, 0]","[1, 0, 1, 1, 0, 1, 0, 1]","[1, 0, 1, 1, 0, 1, 0, 1]",0,1,0,1,0,1,1,1,0.9186053709941584,0.9186053709941584,,,,0.01,8,2,False,False
441,verification,verification,"[2, 8]","{8: 'withhold', 2: 'withhold'}",0,0,2,"[2, 8]",2,0,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]",0,1,0,1,0,1,1,1,,,Phi+,True,0.9215038097352926,0.01,8,2,False,False
442,regular,psi,"[2, 7]","{2: 'coherent_flip', 7: 'equivocate'}",1,1,0,[7],1,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[0, 0, 1, 1, 1, 1, 0, 0]","[0, 0, 1, 1, 1, 1, 1, 0]",0,1,1,0,1,1,0,0,0.3114857804651639,0.4624186623220065,,,,0.01,8,2,False,False
